#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 10:06:12
# Real time (s): 1254.680
# Live time (s): 1200.000
#
# Total counts:  195605
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  328
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
544	461.315	143	0.119167
545	462.161	141	0.1175
546	463.008	150	0.125
547	463.855	144	0.12
548	464.702	143	0.119167
549	465.548	136	0.113333
550	466.395	127	0.105833
551	467.242	140	0.116667
552	468.089	140	0.116667
553	468.935	145	0.120833
554	469.782	130	0.108333
555	470.629	136	0.113333
556	471.476	132	0.11
557	472.323	133	0.110833
558	473.169	128	0.106667
559	474.016	134	0.111667
560	474.863	133	0.110833
561	475.710	125	0.104167
562	476.556	123	0.1025
563	477.403	106	0.0883333
564	478.250	147	0.1225
565	479.097	109	0.0908333
566	479.944	120	0.1
567	480.790	107	0.0891667
568	481.637	115	0.0958333
569	482.484	123	0.1025
570	483.331	129	0.1075
571	484.177	96	0.08
572	485.024	124	0.103333
573	485.871	113	0.0941667
574	486.718	102	0.085
575	487.565	121	0.100833
576	488.411	99	0.0825
577	489.258	113	0.0941667
578	490.105	130	0.108333
579	490.952	131	0.109167
580	491.798	121	0.100833
581	492.645	115	0.0958333
582	493.492	121	0.100833
583	494.339	113	0.0941667
584	495.185	129	0.1075
585	496.032	103	0.0858333
586	496.879	91	0.0758333
587	497.726	123	0.1025
588	498.573	111	0.0925
589	499.419	112	0.0933333
590	500.266	106	0.0883333
591	501.113	99	0.0825
592	501.960	117	0.0975
593	502.806	94	0.0783333
594	503.653	98	0.0816667
595	504.500	102	0.085
596	505.347	95	0.0791667
597	506.194	95	0.0791667
598	507.040	105	0.0875
599	507.887	119	0.0991667
600	508.734	88	0.0733333
601	509.581	109	0.0908333
602	510.427	82	0.0683333
603	511.274	89	0.0741667
604	512.121	100	0.0833333
605	512.968	89	0.0741667
606	513.815	90	0.075
607	514.661	98	0.0816667
608	515.508	81	0.0675
609	516.355	107	0.0891667
610	517.202	105	0.0875
611	518.048	91	0.0758333
612	518.895	101	0.0841667
613	519.742	106	0.0883333
614	520.589	83	0.0691667
615	521.436	113	0.0941667
616	522.282	97	0.0808333
617	523.129	90	0.075
618	523.976	80	0.0666667
619	524.823	103	0.0858333
620	525.669	102	0.085
621	526.516	91	0.0758333
622	527.363	105	0.0875
623	528.210	105	0.0875
624	529.056	96	0.08
625	529.903	99	0.0825
626	530.750	84	0.07
627	531.597	86	0.0716667
628	532.444	80	0.0666667
629	533.290	78	0.065
630	534.137	94	0.0783333
631	534.984	82	0.0683333
632	535.831	110	0.0916667
633	536.677	77	0.0641667
634	537.524	114	0.095
635	538.371	77	0.0641667
636	539.218	85	0.0708333
637	540.065	98	0.0816667
638	540.911	80	0.0666667
639	541.758	65	0.0541667
640	542.605	96	0.08
641	543.452	88	0.0733333
642	544.298	92	0.0766667
643	545.145	83	0.0691667
644	545.992	89	0.0741667
645	546.839	88	0.0733333
646	547.686	88	0.0733333
647	548.532	69	0.0575
648	549.379	96	0.08
649	550.226	80	0.0666667
650	551.073	76	0.0633333
651	551.919	99	0.0825
652	552.766	76	0.0633333
653	553.613	81	0.0675
654	554.460	94	0.0783333
655	555.306	86	0.0716667
656	556.153	85	0.0708333
657	557.000	85	0.0708333
658	557.847	78	0.065
659	558.694	86	0.0716667
660	559.540	78	0.065
661	560.387	87	0.0725
662	561.234	80	0.0666667
663	562.081	82	0.0683333
664	562.927	60	0.05
665	563.774	73	0.0608333
666	564.621	63	0.0525
667	565.468	75	0.0625
668	566.315	73	0.0608333
669	567.161	73	0.0608333
670	568.008	80	0.0666667
671	568.855	69	0.0575
672	569.702	78	0.065
673	570.548	84	0.07
674	571.395	72	0.06
675	572.242	67	0.0558333
676	573.089	81	0.0675
677	573.936	62	0.0516667
678	574.782	77	0.0641667
679	575.629	87	0.0725
680	576.476	92	0.0766667
681	577.323	67	0.0558333
682	578.169	56	0.0466667
683	579.016	82	0.0683333
684	579.863	70	0.0583333
685	580.710	69	0.0575
686	581.556	66	0.055
687	582.403	66	0.055
688	583.250	74	0.0616667
689	584.097	68	0.0566667
690	584.944	68	0.0566667
691	585.790	77	0.0641667
692	586.637	71	0.0591667
693	587.484	62	0.0516667
694	588.331	62	0.0516667
695	589.177	58	0.0483333
696	590.024	71	0.0591667
697	590.871	66	0.055
698	591.718	67	0.0558333
699	592.565	81	0.0675
700	593.411	74	0.0616667
701	594.258	74	0.0616667
702	595.105	51	0.0425
703	595.952	77	0.0641667
704	596.798	75	0.0625
705	597.645	75	0.0625
706	598.492	66	0.055
707	599.339	77	0.0641667
708	600.186	68	0.0566667
709	601.032	61	0.0508333
710	601.879	52	0.0433333
711	602.726	67	0.0558333
712	603.573	73	0.0608333
713	604.419	56	0.0466667
714	605.266	65	0.0541667
715	606.113	66	0.055
716	606.960	66	0.055
717	607.806	78	0.065
718	608.653	58	0.0483333
719	609.500	68	0.0566667
720	610.347	64	0.0533333
721	611.194	53	0.0441667
722	612.040	65	0.0541667
723	612.887	62	0.0516667
724	613.734	69	0.0575
725	614.581	67	0.0558333
726	615.427	70	0.0583333
727	616.274	79	0.0658333
728	617.121	58	0.0483333
