#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-22, 15:14:19
# Real time (s): 1907.730
# Live time (s): 1800.000
#
# Total counts:  24657198
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  5274
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
797	675.548	636	0.353333
798	676.395	720	0.4
799	677.242	706	0.392222
800	678.089	729	0.405
801	678.936	725	0.402778
802	679.782	722	0.401111
803	680.629	673	0.373889
804	681.476	652	0.362222
805	682.323	729	0.405
806	683.169	681	0.378333
807	684.016	712	0.395556
808	684.863	671	0.372778
809	685.710	669	0.371667
810	686.556	719	0.399444
811	687.403	679	0.377222
812	688.250	648	0.36
813	689.097	655	0.363889
814	689.944	717	0.398333
815	690.790	711	0.395
816	691.637	690	0.383333
817	692.484	708	0.393333
818	693.331	650	0.361111
819	694.177	657	0.365
820	695.024	682	0.378889
821	695.871	682	0.378889
822	696.718	648	0.36
823	697.565	670	0.372222
824	698.411	687	0.381667
825	699.258	626	0.347778
826	700.105	644	0.357778
827	700.952	695	0.386111
828	701.798	627	0.348333
829	702.645	693	0.385
830	703.492	657	0.365
831	704.339	664	0.368889
832	705.186	659	0.366111
833	706.032	634	0.352222
834	706.879	672	0.373333
835	707.726	649	0.360556
836	708.573	695	0.386111
837	709.419	649	0.360556
838	710.266	600	0.333333
839	711.113	609	0.338333
840	711.960	570	0.316667
841	712.806	642	0.356667
842	713.653	582	0.323333
843	714.500	624	0.346667
844	715.347	617	0.342778
845	716.194	612	0.34
846	717.040	571	0.317222
847	717.887	598	0.332222
848	718.734	560	0.311111
849	719.581	594	0.33
850	720.427	565	0.313889
851	721.274	570	0.316667
852	722.121	575	0.319444
853	722.968	558	0.31
854	723.815	517	0.287222
855	724.661	552	0.306667
856	725.508	517	0.287222
857	726.355	540	0.3
858	727.202	546	0.303333
859	728.048	531	0.295
860	728.895	515	0.286111
861	729.742	494	0.274444
862	730.589	519	0.288333
863	731.436	498	0.276667
864	732.282	510	0.283333
865	733.129	525	0.291667
866	733.976	499	0.277222
867	734.823	498	0.276667
868	735.669	508	0.282222
869	736.516	443	0.246111
870	737.363	474	0.263333
871	738.210	440	0.244444
872	739.056	464	0.257778
873	739.903	430	0.238889
874	740.750	455	0.252778
875	741.597	438	0.243333
876	742.444	420	0.233333
877	743.290	450	0.25
878	744.137	394	0.218889
879	744.984	425	0.236111
880	745.831	426	0.236667
881	746.677	413	0.229444
882	747.524	400	0.222222
883	748.371	406	0.225556
884	749.218	356	0.197778
885	750.065	416	0.231111
886	750.911	385	0.213889
887	751.758	389	0.216111
888	752.605	374	0.207778
889	753.452	397	0.220556
890	754.298	363	0.201667
891	755.145	342	0.19
892	755.992	356	0.197778
893	756.839	381	0.211667
894	757.686	338	0.187778
895	758.532	362	0.201111
896	759.379	384	0.213333
897	760.226	301	0.167222
898	761.073	334	0.185556
899	761.919	322	0.178889
900	762.766	289	0.160556
