#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 14:57:48
# Real time (s): 1234.220
# Live time (s): 1200.000
#
# Total counts:  2339394
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  1411
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
643	545.145	405	0.3375
644	545.992	405	0.3375
645	546.839	415	0.345833
646	547.686	402	0.335
647	548.532	446	0.371667
648	549.379	417	0.3475
649	550.226	421	0.350833
650	551.073	407	0.339167
651	551.919	394	0.328333
652	552.766	406	0.338333
653	553.613	397	0.330833
654	554.460	403	0.335833
655	555.306	418	0.348333
656	556.153	422	0.351667
657	557.000	407	0.339167
658	557.847	371	0.309167
659	558.694	408	0.34
660	559.540	369	0.3075
661	560.387	405	0.3375
662	561.234	367	0.305833
663	562.081	384	0.32
664	562.927	376	0.313333
665	563.774	375	0.3125
666	564.621	374	0.311667
667	565.468	386	0.321667
668	566.315	358	0.298333
669	567.161	379	0.315833
670	568.008	371	0.309167
671	568.855	366	0.305
672	569.702	410	0.341667
673	570.548	342	0.285
674	571.395	388	0.323333
675	572.242	365	0.304167
676	573.089	361	0.300833
677	573.936	348	0.29
678	574.782	386	0.321667
679	575.629	354	0.295
680	576.476	344	0.286667
681	577.323	331	0.275833
682	578.169	370	0.308333
683	579.016	321	0.2675
684	579.863	379	0.315833
685	580.710	371	0.309167
686	581.556	320	0.266667
687	582.403	344	0.286667
688	583.250	342	0.285
689	584.097	329	0.274167
690	584.944	342	0.285
691	585.790	334	0.278333
692	586.637	317	0.264167
693	587.484	332	0.276667
694	588.331	378	0.315
695	589.177	310	0.258333
696	590.024	332	0.276667
697	590.871	352	0.293333
698	591.718	358	0.298333
699	592.565	323	0.269167
700	593.411	371	0.309167
701	594.258	335	0.279167
702	595.105	338	0.281667
703	595.952	337	0.280833
704	596.798	304	0.253333
705	597.645	334	0.278333
706	598.492	322	0.268333
707	599.339	283	0.235833
708	600.186	324	0.27
709	601.032	331	0.275833
710	601.879	278	0.231667
711	602.726	309	0.2575
712	603.573	296	0.246667
713	604.419	317	0.264167
714	605.266	320	0.266667
715	606.113	335	0.279167
716	606.960	334	0.278333
717	607.806	325	0.270833
718	608.653	307	0.255833
719	609.500	319	0.265833
720	610.347	319	0.265833
721	611.194	304	0.253333
722	612.040	325	0.270833
723	612.887	335	0.279167
724	613.734	329	0.274167
725	614.581	343	0.285833
726	615.427	307	0.255833
727	616.274	283	0.235833
728	617.121	291	0.2425
729	617.968	349	0.290833
730	618.815	353	0.294167
731	619.661	306	0.255
732	620.508	290	0.241667
733	621.355	300	0.25
734	622.202	279	0.2325
735	623.048	293	0.244167
736	623.895	311	0.259167
737	624.742	347	0.289167
738	625.589	323	0.269167
739	626.436	332	0.276667
740	627.282	293	0.244167
741	628.129	276	0.23
742	628.976	253	0.210833
743	629.823	306	0.255
744	630.669	296	0.246667
745	631.516	304	0.253333
746	632.363	315	0.2625
747	633.210	307	0.255833
748	634.056	310	0.258333
749	634.903	297	0.2475
750	635.750	296	0.246667
751	636.597	304	0.253333
752	637.444	305	0.254167
753	638.290	320	0.266667
