#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 15:20:30
# Real time (s): 1229.190
# Live time (s): 1200.000
#
# Total counts:  1371511
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  1699
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
685	580.710	665	0.554167
686	581.556	682	0.568333
687	582.403	680	0.566667
688	583.250	677	0.564167
689	584.097	664	0.553333
690	584.944	611	0.509167
691	585.790	627	0.5225
692	586.637	628	0.523333
693	587.484	644	0.536667
694	588.331	635	0.529167
695	589.177	645	0.5375
696	590.024	620	0.516667
697	590.871	622	0.518333
698	591.718	581	0.484167
699	592.565	620	0.516667
700	593.411	629	0.524167
701	594.258	587	0.489167
702	595.105	612	0.51
703	595.952	545	0.454167
704	596.798	583	0.485833
705	597.645	603	0.5025
706	598.492	616	0.513333
707	599.339	573	0.4775
708	600.186	585	0.4875
709	601.032	546	0.455
710	601.879	593	0.494167
711	602.726	527	0.439167
712	603.573	553	0.460833
713	604.419	577	0.480833
714	605.266	547	0.455833
715	606.113	599	0.499167
716	606.960	589	0.490833
717	607.806	584	0.486667
718	608.653	530	0.441667
719	609.500	560	0.466667
720	610.347	570	0.475
721	611.194	517	0.430833
722	612.040	534	0.445
723	612.887	491	0.409167
724	613.734	552	0.46
725	614.581	541	0.450833
726	615.427	535	0.445833
727	616.274	538	0.448333
728	617.121	490	0.408333
729	617.968	549	0.4575
730	618.815	557	0.464167
731	619.661	576	0.48
732	620.508	518	0.431667
733	621.355	554	0.461667
734	622.202	545	0.454167
735	623.048	523	0.435833
736	623.895	574	0.478333
737	624.742	518	0.431667
738	625.589	547	0.455833
739	626.436	568	0.473333
740	627.282	500	0.416667
741	628.129	568	0.473333
742	628.976	578	0.481667
743	629.823	503	0.419167
744	630.669	588	0.49
745	631.516	539	0.449167
746	632.363	561	0.4675
747	633.210	559	0.465833
748	634.056	558	0.465
749	634.903	538	0.448333
750	635.750	529	0.440833
751	636.597	541	0.450833
752	637.444	525	0.4375
753	638.290	523	0.435833
754	639.137	499	0.415833
755	639.984	537	0.4475
756	640.831	540	0.45
757	641.677	562	0.468333
758	642.524	539	0.449167
759	643.371	491	0.409167
760	644.218	546	0.455
761	645.065	555	0.4625
762	645.911	525	0.4375
763	646.758	484	0.403333
764	647.605	555	0.4625
765	648.452	517	0.430833
766	649.298	529	0.440833
767	650.145	528	0.44
768	650.992	497	0.414167
769	651.839	531	0.4425
770	652.686	548	0.456667
771	653.532	526	0.438333
772	654.379	488	0.406667
773	655.226	521	0.434167
774	656.073	479	0.399167
775	656.919	533	0.444167
776	657.766	438	0.365
777	658.613	471	0.3925
778	659.460	478	0.398333
779	660.306	500	0.416667
780	661.153	466	0.388333
781	662.000	495	0.4125
782	662.847	448	0.373333
783	663.694	505	0.420833
784	664.540	472	0.393333
785	665.387	448	0.373333
786	666.234	477	0.3975
787	667.081	487	0.405833
788	667.927	464	0.386667
789	668.774	436	0.363333
790	669.621	475	0.395833
791	670.468	463	0.385833
792	671.315	426	0.355
793	672.161	401	0.334167
794	673.008	438	0.365
795	673.855	418	0.348333
796	674.702	418	0.348333
797	675.548	407	0.339167
798	676.395	412	0.343333
799	677.242	413	0.344167
800	678.089	428	0.356667
801	678.936	422	0.351667
802	679.782	430	0.358333
803	680.629	454	0.378333
804	681.476	402	0.335
805	682.323	404	0.336667
806	683.169	389	0.324167
807	684.016	408	0.34
808	684.863	356	0.296667
809	685.710	406	0.338333
810	686.556	384	0.32
811	687.403	435	0.3625
812	688.250	393	0.3275
813	689.097	423	0.3525
814	689.944	391	0.325833
815	690.790	368	0.306667
816	691.637	368	0.306667
817	692.484	347	0.289167
818	693.331	377	0.314167
819	694.177	369	0.3075
820	695.024	393	0.3275
821	695.871	333	0.2775
822	696.718	352	0.293333
823	697.565	368	0.306667
824	698.411	342	0.285
825	699.258	358	0.298333
826	700.105	357	0.2975
827	700.952	312	0.26
828	701.798	339	0.2825
829	702.645	321	0.2675
830	703.492	336	0.28
831	704.339	352	0.293333
832	705.186	313	0.260833
833	706.032	325	0.270833
834	706.879	352	0.293333
835	707.726	308	0.256667
836	708.573	353	0.294167
837	709.419	320	0.266667
838	710.266	351	0.2925
839	711.113	312	0.26
840	711.960	332	0.276667
841	712.806	346	0.288333
842	713.653	288	0.24
843	714.500	293	0.244167
844	715.347	336	0.28
845	716.194	282	0.235
846	717.040	312	0.26
847	717.887	325	0.270833
848	718.734	316	0.263333
849	719.581	286	0.238333
850	720.427	288	0.24
851	721.274	300	0.25
852	722.121	314	0.261667
853	722.968	295	0.245833
854	723.815	283	0.235833
855	724.661	302	0.251667
856	725.508	276	0.23
857	726.355	291	0.2425
858	727.202	300	0.25
859	728.048	279	0.2325
860	728.895	285	0.2375
861	729.742	322	0.268333
862	730.589	272	0.226667
863	731.436	319	0.265833
864	732.282	287	0.239167
865	733.129	272	0.226667
866	733.976	274	0.228333
867	734.823	296	0.246667
868	735.669	256	0.213333
869	736.516	263	0.219167
870	737.363	267	0.2225
871	738.210	298	0.248333
872	739.056	292	0.243333
873	739.903	246	0.205
874	740.750	274	0.228333
875	741.597	285	0.2375
876	742.444	292	0.243333
877	743.290	280	0.233333
878	744.137	254	0.211667
879	744.984	285	0.2375
880	745.831	285	0.2375
881	746.677	236	0.196667
882	747.524	270	0.225
883	748.371	252	0.21
884	749.218	243	0.2025
885	750.065	277	0.230833
886	750.911	234	0.195
887	751.758	248	0.206667
888	752.605	232	0.193333
889	753.452	247	0.205833
890	754.298	224	0.186667
891	755.145	241	0.200833
892	755.992	216	0.18
893	756.839	232	0.193333
894	757.686	229	0.190833
895	758.532	235	0.195833
896	759.379	229	0.190833
897	760.226	217	0.180833
898	761.073	231	0.1925
899	761.919	251	0.209167
900	762.766	245	0.204167
901	763.613	198	0.165
902	764.460	230	0.191667
903	765.306	221	0.184167
904	766.153	245	0.204167
905	767.000	237	0.1975
906	767.847	220	0.183333
907	768.694	225	0.1875
908	769.540	218	0.181667
909	770.387	223	0.185833
910	771.234	233	0.194167
911	772.081	216	0.18
912	772.927	214	0.178333
913	773.774	219	0.1825
914	774.621	187	0.155833
915	775.468	194	0.161667
916	776.315	229	0.190833
917	777.161	182	0.151667
918	778.008	202	0.168333
919	778.855	202	0.168333
920	779.702	221	0.184167
